site_id,request_date,total_requests,total_response_time_ms,cache_hit_requests,error_requests,avg_response_time_ms,cache_hit_rate,error_rate,nglora_version,compatibility_mode
115,2018-10-19,3545,647983,4,0,182.78787023977432,0.0011283497884344146,0.0,77.1.0,22.7
115,2018-10-20,6217,2523917,4,0,405.9702428824192,0.0006433971368827409,0.0,77.1.0,22.7
115,2018-10-21,5063,3265474,2,0,644.9682006715386,0.00039502271380604387,0.0,77.1.0,22.7
115,2018-10-22,10072,2488051,3,0,247.02650913423352,0.00029785544082605245,0.0,77.1.0,22.7
115,2018-10-23,10474,5509935,6,0,526.0583349245751,0.0005728470498376934,0.0,77.1.0,22.7
115,2018-10-24,10503,3689518,5,0,351.2823002951538,0.0004760544606302961,0.0,77.1.0,22.7
115,2018-10-25,618,93352,4,0,151.05501618122977,0.006472491909385114,0.0,77.1.0,22.7
115,2018-10-26,3705,1475170,2,0,398.1565452091768,0.0005398110661268556,0.0,77.1.0,22.7
115,2018-10-28,11069,242063,3,0,21.868551811365073,0.00027102719306170385,0.0,77.1.0,22.7
115,2018-10-30,5153,2077822,0,0,403.22569377061905,0.0,0.0,77.1.0,22.7
115,2018-11-01,10668,3044089,5,0,285.34767529058865,0.00046869141357330335,0.0,77.1.0,22.7
115,2018-11-03,3319,463894,1,0,139.7692075926484,0.00030129557095510696,0.0,77.1.0,22.7
115,2018-11-05,4010,2338295,1,0,583.1159600997506,0.00024937655860349125,0.0,77.1.0,22.7
115,2018-11-07,817,205250,1,0,251.22399020807833,0.0012239902080783353,0.0,77.1.0,22.7
115,2018-11-09,136,2202,0,0,16.191176470588236,0.0,0.0,77.1.0,22.7
115,2018-11-11,348,69844,1,0,200.70114942528735,0.0028735632183908046,0.0,77.1.0,22.7
115,2018-11-13,62,4429,0,0,71.43548387096774,0.0,0.0,77.1.0,22.7
115,2018-11-15,32,10576,0,0,330.5,0.0,0.0,77.1.0,22.7
115,2019-01-05,7,2447,0,0,349.57142857142856,0.0,0.0,77.3.0,22.7
115,2019-01-07,255,1238990,0,0,4858.78431372549,0.0,0.0,77.3.0,22.7
115,2019-01-09,1122,202835,2,0,180.77985739750446,0.0017825311942959,0.0,77.3.0,22.7
115,2019-01-11,5774,860931,2,0,149.10478004849324,0.00034638032559750607,0.0,77.3.0,22.7
116,2018-10-19,7140,2475653,4,0,346.73011204481793,0.0005602240896358543,0.0,77.1.0,22.7
116,2018-10-20,6151,1152419,5,0,187.3547390668184,0.0008128759551292473,0.0,77.1.0,22.7
116,2018-10-21,4318,1242182,4,0,287.6753126447429,0.0009263547938860583,0.0,77.1.0,22.7
116,2018-10-22,4038,636803,3,0,157.7025755324418,0.0007429420505200594,0.0,77.1.0,22.7
116,2018-10-23,2178,229854,3,0,105.53443526170798,0.0013774104683195593,0.0,77.1.0,22.7
116,2018-10-24,5491,3122369,3,0,568.6339464578401,0.0005463485703879075,0.0,77.1.0,22.7
116,2018-10-25,8762,2573906,2,0,293.757817849806,0.00022825838849577722,0.0,77.1.0,22.7
116,2018-10-26,701,120302,4,0,171.61483594864478,0.005706134094151213,0.0,77.1.0,22.7
116,2018-10-28,14435,2092386,5,0,144.95226879113267,0.00034638032559750607,0.0,77.1.0,22.7
116,2018-10-30,8716,1541542,4,0,176.8634694814135,0.0004589261128958238,0.0,77.1.0,22.7
116,2018-11-01,25262,6700456,3,0,265.2385400997546,0.00011875544295780223,0.0,77.1.0,22.7
116,2018-11-03,3324,725476,4,0,218.25391095066186,0.0012033694344163659,0.0,77.1.0,22.7
116,2018-11-05,1149,347656,5,0,302.5726718885988,0.004351610095735422,0.0,77.1.0,22.7
116,2018-11-07,2583,241784,1,0,93.60588463027487,0.00038714672861014324,0.0,77.1.0,22.7
116,2018-11-09,8550,1412148,3,0,165.16350877192983,0.0003508771929824561,0.0,77.1.0,22.7
116,2018-11-11,824,1067771,0,0,1295.8385922330096,0.0,0.0,77.1.0,22.7
116,2018-11-13,2972,195301,1,0,65.71366083445491,0.00033647375504710633,0.0,77.1.0,22.7
116,2018-11-15,89,28869,0,0,324.3707865168539,0.0,0.0,77.1.0,22.7
116,2019-01-05,2576,1513611,0,0,587.5819099378882,0.0,0.0,77.3.0,22.7
116,2019-01-07,4383,2089520,1,0,476.73283139402236,0.00022815423226100844,0.0,77.3.0,22.7
116,2019-01-09,2422,972195,3,0,401.4017341040462,0.0012386457473162675,0.0,77.3.0,22.7
116,2019-01-11,169,80622,2,0,477.05325443786984,0.011834319526627219,0.0,77.3.0,22.7
117,2018-10-19,4963,662393,5,0,133.46625025186378,0.0010074551682450132,0.0,77.1.0,22.7
117,2018-10-20,10385,517532,5,0,49.8345690900337,0.00048146364949446316,0.0,77.1.0,22.7
117,2018-10-21,37762,3668835,9,0,97.15679783909751,0.00023833483396006568,0.0,77.1.0,22.7
117,2018-10-22,2392,1141597,5,0,477.25627090301003,0.0020903010033444815,0.0,77.1.0,22.7
117,2018-10-23,4974,4229173,2,0,850.25593084037,0.0004020908725371934,0.0,77.1.0,22.7
117,2018-10-24,34103,4634177,5,0,135.88766384189074,0.00014661466733131983,0.0,77.1.0,22.7
117,2018-10-25,3545,1221595,4,0,344.5966149506347,0.0011283497884344146,0.0,77.1.0,22.7
117,2018-10-26,2049,595034,6,0,290.4021473889702,0.0029282576866764276,0.0,77.1.0,22.7
117,2018-10-28,1552,561023,1,0,361.48389175257734,0.0006443298969072165,0.0,77.1.0,22.7
117,2018-10-30,1681,731205,4,0,434.98215348007136,0.002379535990481856,0.0,77.1.0,22.7
117,2018-11-01,1906,191856,3,0,100.65897166841553,0.0015739769150052466,0.0,77.1.0,22.7
117,2018-11-03,1373,178850,1,0,130.26219956300073,0.0007283321194464676,0.0,77.1.0,22.7
117,2018-11-05,973,226663,2,0,232.95272353545735,0.0020554984583761563,0.0,77.1.0,22.7
117,2018-11-07,3553,1033325,1,0,290.83169152828594,0.00028145229383619476,0.0,77.1.0,22.7
117,2018-11-09,780,123559,2,0,158.40897435897435,0.002564102564102564,0.0,77.1.0,22.7
117,2018-11-11,959,199467,3,0,207.99478623566216,0.0031282586027111575,0.0,77.1.0,22.7
117,2018-11-13,4304,3091488,0,0,718.2825278810409,0.0,0.0,77.1.0,22.7
117,2018-11-15,543,7200,1,0,13.259668508287293,0.001841620626151013,0.0,77.1.0,22.7
117,2018-11-19,132,3478,0,0,26.348484848484848,0.0,0.0,77.1.0,22.7
117,2019-01-05,96,57669,0,0,600.71875,0.0,0.0,77.3.0,22.7
117,2019-01-07,2547,1332069,0,0,522.9952885747939,0.0,0.0,77.3.0,22.7
117,2019-01-09,7409,1475535,2,0,199.15440680253747,0.00026994196247806724,0.0,77.3.0,22.7
