business_channel_id,registered,site_id,first_time_buyer,promotion_id,coupon_id,device_class_code,locale_code,std_revenue,num_orders,num_units,std_tax,std_shipping,num_promotion_uses,std_total_discount,submit_date,campaign_id,std_item_discount,std_order_discount,std_shipping_discount,std_order_net,std_shipping_net,std_discount,num_order_units
7,false,306,false,10995,20031,desktop,UNKNOWN_LOCALE,82.910180,1,1.000000,13.558377,2.979090,1,15.083108,2017-01-01,,15.083108,0.000000,0.000000,109.956563,,,
7,false,306,false,11142,1,desktop,UNKNOWN_LOCALE,113.299242,2,2.000000,18.636904,8.937270,2,11.916360,2017-01-01,,0.000000,0.000000,11.916360,130.481788,,,
7,false,306,true,10995,20031,desktop,UNKNOWN_LOCALE,110.765843,2,3.000000,18.120841,5.958180,2,20.149906,2017-01-01,,20.149906,0.000000,0.000000,146.901968,,,
7,false,306,true,10995,20031,smartphone,UNKNOWN_LOCALE,13.921967,1,1.000000,2.275368,2.979090,1,2.533399,2017-01-01,,2.533399,0.000000,0.000000,18.472703,,,
7,false,306,true,11142,1,desktop,UNKNOWN_LOCALE,110.765843,2,3.000000,18.132570,5.958180,2,11.916360,2017-01-01,,0.000000,0.000000,11.916360,146.901968,,,
7,false,306,true,11142,1,smartphone,UNKNOWN_LOCALE,394.541741,3,6.000000,65.739363,14.895450,3,17.874540,2017-01-01,,0.000000,0.000000,17.874540,275.518892,,,
7,false,306,true,11142,1,tablet,UNKNOWN_LOCALE,30.389062,1,1.000000,5.066798,5.958180,1,5.958180,2017-01-01,,0.000000,0.000000,5.958180,20.525225,,,
7,false,309,false,10931,20430,unknown,UNKNOWN_LOCALE,6.625065,1,4.000000,1.238224,0.572536,1,0.572536,2017-01-01,,0.000000,0.000000,0.572536,22.535670,,,
7,false,309,false,1770002,1,smartphone,UNKNOWN_LOCALE,3.059875,1,5.000000,0.531153,0.118530,1,0.118530,2017-01-01,,0.000000,0.000000,0.118530,64.896673,,,
7,false,309,false,1780001,1,unknown,UNKNOWN_LOCALE,17.755445,1,6.000000,3.319347,0.395322,1,0.395322,2017-01-01,,0.000000,0.000000,0.395322,60.402594,,,
7,false,309,true,10243,20421,smartphone,UNKNOWN_LOCALE,5.132379,1,21.000000,0.961044,0.286272,1,0.000000,2017-01-01,,0.000000,0.000000,0.000000,23.274061,,,
7,false,309,true,10243,20421,unknown,UNKNOWN_LOCALE,23.076401,3,63.000000,4.505316,1.192800,3,0.000000,2017-01-01,,0.000000,0.000000,0.000000,86.816519,,,
7,false,309,true,10931,20430,smartphone,UNKNOWN_LOCALE,1.710793,1,7.000000,0.320348,0.095424,1,0.397593,2017-01-01,,0.000000,0.000000,0.397593,23.274061,,,
7,false,309,true,10931,20430,unknown,UNKNOWN_LOCALE,1.465421,1,7.000000,0.274908,0.143136,1,0.572537,2017-01-01,,0.000000,0.000000,0.572537,19.947897,,,
